,count
11624,4679
11625,5159
11626,5094
11627,5024
11628,4721
11629,5115
11630,5815
11631,4904
11632,4951
11633,4763
11634,5686
11635,5131
11636,5488
11637,5744
11638,5309
11639,4902
11640,5664
11641,5967
11642,5529
11643,5683
11644,5246
11645,5463
11646,6318
11647,6088
11648,5594
11649,5875
11650,5639
11651,6412
11652,6021
11653,5409
11654,5855
11655,6238
11656,5877
11657,5511
11658,5793
11659,5964
11660,6350
11661,6162
11662,5834
11663,6345
11664,6493
11665,6317
11666,5207
11667,5637
11668,6073
11669,5669
11670,6648
11671,6907
11672,5740
11673,5515
11674,5786
11675,6110
11676,6191
11677,5886
11678,5464
11679,5919
11680,6184
11681,5612
11682,5642
11683,5463
11684,6243
11685,5964
11686,6296
11687,5672
11688,5580
11689,5881
11690,6241
11691,6151
11692,6005
11693,5590
11694,5907
11695,5833
11696,5772
11697,5240
11698,5229
11699,5852
11700,5681
11701,6429
11702,6570
11703,6045
11704,6397
11705,6256
11706,5808
11707,5810
11708,6117
11709,6131
11710,6019
11711,6558
11712,6326
11713,5864
11714,6002
11715,6555
11716,6780
11717,5747
11718,6239
11719,6477
11720,5844
11721,5611
11722,5599
11723,5921
11724,5894
11725,5807
11726,5752
11727,5603
11728,6462
11729,6449
11730,5942
11731,6285
11732,5752
11733,5809
11734,5963
11735,6496
11736,5619
11737,6370
11738,5575
11739,5750
11740,6104
11741,5674
11742,5558
11743,6070
11744,5606
11745,6572
11746,6007
11747,5909
11748,5988
11749,6351
11750,6452
11751,5598
11752,6353
11753,5760
11754,6037
11755,6556
11756,6368
11757,6192
11758,5617
11759,6237
11760,6936
11761,6512
11762,6432
11763,6261
11764,6700
11765,6182
11766,6679
11767,6040
11768,6267
11769,5836
11770,6783
11771,5882
11772,6169
11773,6475
11774,6604
11775,6048
11776,5842
11777,6264
11778,6244
11779,6319
11780,6455
11781,6454
11782,6400
11783,5713
11784,6680
11785,6395
11786,6753
11787,6264
11788,6246
11789,5788
11790,6045
11791,6305
11792,6807
11793,6313
11794,5985
11795,6528
11796,5999
11797,6541
11798,6167
11799,6524
11800,6512
11801,6498
11802,6568
11803,6249
11804,6226
11805,6623
11806,6891
11807,6832
11808,6857
11809,6609
11810,6769
11811,6770
11812,6226
11813,6458
11814,6366
11815,6241
11816,6356
11817,6832
11818,7294
11819,7299
11820,7344
11821,7047
11822,6940
11823,6369
11824,6366
11825,7052
11826,6076
11827,6623
11828,6688
11829,6303
11830,6827
11831,7402
11832,6465
11833,6737
11834,6754
11835,7049
11836,7110
11837,6940
11838,6549
11839,6569
11840,6687
11841,6953
11842,7226
11843,6515
11844,7043
11845,7300
11846,6915
11847,7071
11848,6809
11849,6594
11850,7654
11851,7202
11852,7716
11853,7126
11854,7597
11855,7984
11856,7364
11857,7231
11858,7556
11859,8131
11860,8121
11861,7527
11862,7779
11863,7881
11864,6931
11865,7689
11866,7056
11867,7428
11868,7912
11869,7249
11870,7732
11871,7258
11872,7052
11873,7972
11874,7424
11875,7266
11876,7404
11877,7487
11878,6951
11879,6856
11880,7519
11881,8109
11882,8194
11883,7887
11884,8047
11885,8239
11886,7198
11887,7276
11888,7536
11889,7773
11890,8005
11891,7966
11892,7108
11893,7345
11894,7241
11895,7444
11896,7374
11897,7874
11898,7734
11899,7644
11900,8166
11901,7465
11902,7313
11903,7651
11904,7732
11905,7191
11906,7695
11907,7681
11908,7740
11909,7688
11910,8407
11911,7984
11912,8437
11913,7999
11914,8060
11915,7735
11916,8125
11917,7542
11918,8087
11919,8125
11920,8316
11921,7688
11922,7874
11923,8098
11924,7749
11925,8361
11926,8138
11927,7314
11928,8255
11929,8053
11930,8052
11931,8243
11932,8433
11933,7997
11934,8286
11935,8249
11936,7739
11937,7404
11938,7828
11939,8076
11940,9360
11941,9165
11942,8865
11943,8845
11944,8869
11945,8980
11946,8535
11947,8768
11948,7855
11949,9115
11950,8493
11951,8870
11952,8665
11953,8595
11954,8384
11955,8221
11956,8236
11957,8337
11958,8165
11959,8238
11960,9230
11961,8440
11962,8673
11963,8394
11964,8716
11965,9329
11966,8743
11967,9075
11968,8947
11969,8950
11970,9121
11971,9162
11972,9142
11973,8445
11974,9123
11975,9263
11976,8870
11977,8512
11978,8818
11979,9166
11980,8712
11981,9180
11982,9199
11983,8853
11984,8619
11985,9442
11986,9153
11987,8499
11988,9554
11989,9492
11990,9604
11991,9568
11992,9721
11993,9223
11994,9108
11995,9198
11996,9298
11997,9375
11998,9364
11999,9075
12000,9972
12001,10333
12002,9789
12003,9170
12004,9691
12005,9570
12006,9982
12007,9883
12008,9073
12009,9416
12010,9976
12011,9955
12012,9498
12013,9432
12014,9749
12015,9559
12016,9529
12017,9419
12018,9266
12019,9192
12020,10605
12021,9569
12022,10164
12023,10462
12024,10034
12025,9936
12026,10387
12027,10120
12028,10684
12029,9950
12030,10513
12031,10359
12032,10339
12033,10322
12034,9890
12035,9970
12036,9824
12037,9803
12038,10527
12039,10050
12040,10290
12041,10628
12042,10814
12043,10063
12044,10238
12045,10604
12046,10726
12047,10191
12048,10154
12049,9974
12050,10252
12051,10186
12052,10671
12053,10449
12054,10642
12055,10235
12056,10326
12057,9710
12058,10105
12059,10285
12060,10569
12061,11565
12062,10229
12063,10963
12064,10558
12065,10857
12066,10638
12067,11056
12068,11019
12069,10091
12070,10232
12071,10407
12072,10339
12073,10547
12074,9976
12075,10045
12076,10952
12077,10479
12078,10682
12079,10296
12080,10564
12081,10710
12082,10519
12083,10988
12084,10693
12085,10158
12086,10269
12087,10208
12088,10718
12089,10386
12090,11265
12091,11421
12092,10308
12093,10490
12094,10707
12095,10999
12096,10588
12097,10890
12098,10889
12099,9917
12100,11023
12101,10533
12102,10126
12103,11321
12104,10941
12105,10551
12106,10555
12107,10959
12108,10819
12109,11023
12110,11084
12111,11469
12112,10280
12113,10623
12114,11090
12115,10737
12116,10966
12117,10606
12118,10389
12119,10778
12120,11596
12121,11892
12122,11111
12123,11367
12124,11576
12125,11574
12126,11133
12127,10929
12128,10884
12129,11511
12130,10925
12131,11011
12132,11738
12133,10957
12134,11205
12135,11108
12136,11440
12137,10600
12138,11267
12139,11219
12140,11386
12141,11034
12142,11420
12143,11441
12144,11215
12145,10836
12146,10755
12147,10645
12148,10882
12149,10380
12150,11864
12151,11475
12152,11200
12153,11065
12154,10871
12155,11715
12156,11608
12157,10829
12158,10675
12159,10648
12160,12256
12161,11358
12162,11804
12163,11369
12164,11138
12165,11599
12166,11191
12167,11631
12168,11731
12169,11562
12170,11542
12171,11612
12172,11531
12173,11520
12174,11261
12175,11653
12176,11544
12177,11991
12178,11478
12179,11451
12180,11857
12181,12517
12182,12703
12183,12151
12184,11720
12185,12245
12186,12665
12187,11991
12188,12171
12189,11803
12190,12332
12191,11546
12192,12458
12193,11945
12194,11717
12195,11956
12196,12673
12197,12297
12198,12396
12199,11676
12200,12111
12201,11616
12202,11443
12203,11597
12204,12339
12205,12773
12206,12242
12207,12742
12208,11646
12209,12002
12210,12317
12211,12689
12212,12207
12213,11909
12214,12202
12215,13037
12216,11968
12217,11936
12218,12069
12219,12384
12220,11963
12221,11987
12222,12653
12223,12411
12224,12362
12225,11878
12226,12036
12227,12179
12228,12615
12229,11983
12230,12349
12231,11911
12232,12162
12233,12179
12234,12315
12235,12066
12236,12735
12237,12192
12238,11855
12239,11839
12240,12337
12241,13523
12242,13144
12243,12355
12244,12973
12245,13127
12246,13027
12247,13196
12248,12458
12249,13330
12250,13102
12251,13038
12252,12282
12253,12147
12254,12819
12255,12373
12256,12028
12257,12599
12258,12180
12259,11901
12260,11863
12261,11830
12262,11729
12263,11970
12264,12716
12265,12595
12266,12835
12267,12267
12268,12221
12269,11582
12270,11924
12271,12647
12272,12548
12273,11937
12274,11899
12275,12331
12276,11614
12277,12199
12278,12854
12279,12986
12280,12857
12281,12091
12282,12437
12283,12535
12284,12865
12285,12512
12286,13225
12287,12257
12288,12333
12289,12361
12290,12492
12291,12718
12292,11829
12293,11868
12294,11959
12295,12397
12296,12590
12297,12213
12298,11669
12299,12181
12300,13146
12301,12540
12302,11994
12303,12347
12304,11911
12305,11922
12306,11594
12307,12014
12308,10912
12309,11894
12310,11509
12311,11612
12312,11802
12313,11273
12314,11286
12315,10987
12316,11611
12317,12031
12318,11739
12319,11586
12320,11306
12321,11586
12322,11436
12323,11501
12324,10929
12325,10858
12326,10927
12327,11358
12328,11271
12329,10733
12330,11023
12331,10740
12332,11120
12333,10878
12334,11010
12335,10852
12336,10882
12337,10378
12338,11069
12339,10549
12340,10518
12341,10804
12342,11300
12343,11074
12344,10811
12345,10749
12346,10812
12347,10431
12348,10596
12349,10893
12350,10536
12351,11116
12352,10635
12353,10287
12354,10850
12355,10764
12356,11013
12357,10180
12358,10297
12359,9899
12360,10061
12361,10440
12362,10457
12363,10575
12364,10643
12365,10606
12366,10452
12367,10785
12368,10444
12369,10730
12370,10901
12371,9861
12372,10197
12373,10538
12374,10290
12375,10086
12376,9989
12377,9839
12378,10046
12379,9241
12380,9605
12381,10269
12382,9555
12383,9246
12384,9877
12385,9798
12386,9895
12387,9388
12388,8726
12389,9182
12390,9238
12391,9512
12392,9533
12393,9535
12394,9304
12395,9460
12396,9625
12397,8870
12398,10357
12399,9405
12400,8677
12401,8786
12402,9094
12403,8856
12404,9074
12405,9434
12406,9019
12407,9526
12408,8997
12409,8669
12410,9476
12411,9905
12412,10617
12413,11166
12414,11445
12415,10500
12416,11065
12417,10710
12418,10873
12419,10675
12420,11074
12421,11144
12422,11144
12423,10859
12424,10638
12425,10984
12426,10770
12427,10872
12428,10522
12429,10521
12430,9741
12431,10491
12432,10747
12433,10492
12434,10535
12435,10486
12436,10984
12437,10126
12438,10040
12439,10771
12440,10379
12441,10300
12442,10080
12443,10480
12444,9888
12445,9631
12446,10583
12447,10005
12448,9793
12449,9982
12450,10267
12451,10037
12452,9478
12453,10053
12454,9725
12455,10659
12456,9895
12457,10192
12458,9696
12459,9596
12460,9635
12461,9310
12462,9637
12463,9436
12464,9527
12465,9555
12466,10265
12467,9479
12468,10461
12469,10392
12470,10468
12471,10171
12472,10389
12473,10079
12474,9494
12475,9565
12476,9907
12477,9632
12478,9830
12479,9230
12480,10148
12481,10606
12482,10471
12483,9582
12484,9784
12485,10467
12486,9861
12487,9705
12488,10494
12489,10002
12490,9685
12491,10011
12492,10031
12493,9450
12494,8898
12495,9399
12496,9696
12497,9546
12498,9282
12499,9739
12500,10188
12501,9656
12502,10292
12503,9705
12504,9577
12505,10016
12506,9089
12507,10065
12508,9234
12509,9708
12510,9607
12511,9811
12512,9502
12513,9218
12514,9399
12515,9925
12516,9510
12517,9363
12518,8847
12519,9204
12520,9827
12521,9713
12522,9650
12523,9127
12524,9381
12525,9532
12526,9598
12527,9396
12528,9559
12529,9630
12530,9405
12531,10060
12532,9228
12533,9250
12534,9264
12535,9418
12536,9746
12537,9190
12538,8743
12539,9395
12540,9310
12541,9333
12542,9637
12543,10077
12544,9779
12545,10032
12546,9851
12547,9814
12548,8931
12549,9250
12550,9045
12551,9286
12552,9344
12553,8866
12554,9473
12555,9153
12556,9477
12557,9201
12558,9232
12559,9654
12560,9379
12561,9288
12562,9717
12563,9743
12564,9766
12565,8879
12566,8742
12567,9107
12568,8724
12569,9320
12570,8928
12571,9756
12572,9300
12573,9659
12574,8321
12575,7745
12576,7641
12577,7604
12578,7268
12579,6777
12580,7301
12581,7538
12582,7549
12583,7925
12584,7333
12585,6891
12586,7593
12587,7860
12588,7693
12589,7294
12590,7998
12591,7874
12592,7322
12593,6960
12594,7341
12595,7558
12596,7611
12597,7276
12598,6565
12599,6852
12600,7745
12601,8493
12602,7703
12603,8380
12604,8164
12605,7628
12606,6912
12607,7297
12608,7595
12609,6671
12610,6937
12611,7379
12612,7282
12613,6500
12614,7568
12615,6967
12616,7989
12617,7209
12618,7512
12619,6659
12620,7016
12621,6964
12622,7276
12623,6997
12624,7438
12625,6876
12626,6593
12627,6329
12628,7018
12629,6829
12630,7213
12631,6611
12632,7210
12633,7049
12634,6900
12635,6806
12636,7401
12637,7009
12638,6755
12639,7229
12640,6995
12641,6412
12642,7094
12643,6307
12644,6291
12645,6487
12646,6021
12647,6324
12648,6470
12649,7428
12650,6229
12651,6886
12652,6555
12653,6430
12654,6420
12655,6917
12656,6375
12657,6178
12658,6431
12659,6053
12660,6773
12661,7083
12662,6741
12663,6666
12664,6959
12665,7424
12666,7124
12667,6389
12668,6971
12669,6234
12670,6532
12671,6938
12672,6778
12673,6570
12674,6488
12675,6652
12676,6351
12677,6377
12678,5813
12679,6280
12680,6226
12681,6845
12682,6246
12683,6909
12684,6855
12685,6173
12686,6461
12687,6547
12688,5718
12689,6725
12690,6808
12691,6628
12692,6635
12693,6452
12694,5933
12695,6820
12696,6339
12697,6332
12698,5561
12699,6338
12700,5825
12701,6140
12702,5759
12703,6259
12704,5542
12705,5757
12706,5958
12707,5604
12708,6264
12709,6192
12710,6350
12711,5870
12712,5683
12713,5965
12714,6218
12715,5585
12716,5784
12717,4850
12718,5060
12719,5144
12720,5672
12721,5608
12722,6284
12723,5948
12724,6319
12725,6566
12726,5963
12727,5897
12728,5897
12729,6436
12730,5578
12731,5618
12732,5685
12733,6502
12734,6517
12735,6770
12736,6522
12737,5252
12738,5341
12739,5540
12740,6741
12741,6053
12742,6442
12743,5406
12744,5551
12745,5649
12746,5848
12747,5702
12748,5916
12749,5445
12750,5722
12751,5127
12752,5744
12753,5085
12754,5523
12755,5794
12756,5367
12757,5210
12758,5090
12759,5262
12760,5407
12761,4471
12762,4522
12763,5184
12764,5015
12765,5675
12766,5297
12767,4453
12768,4786
12769,4614
12770,4590
12771,4195
12772,5014
12773,4586
12774,4697
12775,4253
12776,4700
12777,4478
12778,3776
12779,3755
12780,4983
12781,4542
12782,4306
12783,4519
12784,4619
12785,4806
12786,4589
12787,4132
12788,4445
12789,4279
12790,4936
12791,4309
12792,4773
12793,4805
12794,4415
12795,4127
12796,4737
12797,4262
12798,4730
12799,4169
12800,4841
12801,5112
12802,4434
12803,4022
12804,4488
12805,4728
12806,4885
12807,4087
12808,3630
12809,4161
12810,4294
12811,3988
12812,3851
12813,4774
12814,4509
12815,4281
12816,3933
12817,4678
12818,4429
12819,4079
12820,3977
12821,4209
12822,3648
12823,4029
12824,4611
12825,4072
12826,4336
12827,4111
12828,4602
12829,4617
12830,4458
12831,4476
12832,4117
12833,4163
12834,3555
12835,4425
12836,4291
12837,3533
12838,3986
12839,4025
12840,4490
12841,4265
12842,4283
12843,4060
12844,3931
12845,4392
12846,4295
12847,3681
12848,3486
12849,4105
12850,3593
12851,4068
12852,4151
12853,4084
12854,3789
12855,3737
12856,4567
12857,4203
12858,4132
12859,4264
12860,4259
12861,3875
12862,3826
12863,3654
12864,3864
12865,3823
12866,3706
12867,3541
12868,3583
12869,3503
12870,4337
12871,4022
12872,4352
12873,3944
12874,3829
12875,4420
12876,3943
12877,4032
12878,3992
12879,3603
12880,4142
12881,4092
12882,3796
12883,4248
12884,4789
12885,4842
12886,4920
12887,4588
12888,5329
12889,4520
12890,4528
12891,4597
12892,3898
12893,3704
12894,3570
12895,4545
12896,4488
12897,3534
12898,3935
12899,3896
12900,4234
12901,4638
12902,5521
12903,5722
12904,5682
12905,4488
12906,4811
12907,3907
12908,3978
12909,3877
12910,4530
12911,4452
12912,3876
12913,4041
12914,4133
12915,4428
12916,3976
12917,4396
12918,4298
12919,4363
12920,3990
12921,3949
12922,4259
12923,4446
12924,4045
12925,4906
12926,4202
12927,3771
12928,4295
12929,3912
12930,4574
12931,4330
12932,4591
12933,4776
12934,4674
12935,4664
12936,4867
12937,3898
12938,4211
12939,4516
12940,4982
12941,4294
12942,4267
12943,4699
12944,4507
12945,5066
12946,4292
12947,4157
12948,4736
12949,4083
12950,5245
12951,5193
12952,5133
12953,4827
12954,4474
12955,4434
12956,4644
12957,4524
12958,4289
12959,4122
12960,5676
12961,5526
12962,5703
12963,5234
12964,6104
12965,6081
12966,5613
12967,5531
12968,5244
12969,4366
12970,4554
12971,5457
12972,4629
12973,4808
12974,5235
12975,5388
12976,5080
12977,5522
12978,5302
12979,5147
12980,5125
12981,5509
12982,5405
12983,5329
12984,4756
12985,4745
12986,5133
12987,5102
12988,5673
12989,4848
12990,4773
12991,5772
12992,5201
12993,5140
12994,5051
12995,5082
12996,5553
12997,5327
12998,4868
12999,4524
13000,5591
13001,5685
13002,5636
13003,5171
13004,5329
13005,4907
13006,5810
13007,5713
13008,5603
13009,5277
13010,5552
13011,5712
13012,6117
13013,6464
13014,5629
13015,5493
13016,5249
13017,5912
13018,5208
13019,5733
13020,6434
13021,6681
13022,6045
13023,6419
13024,6557
13025,6327
13026,6427
13027,6412
13028,6243
13029,5843
13030,6616
13031,5363
13032,3642
13033,3012
13034,3269
13035,4067
13036,3573
13037,3938
13038,3866
13039,3726
13040,3723
13041,4029
13042,3486
13043,3493
13044,4199
13045,3428
13046,3113
13047,4056
13048,3346
13049,3359
13050,3860
13051,4052
13052,4408
13053,4343
13054,3553
13055,3803
13056,3369
13057,3819
13058,3722
13059,4289
13060,3777
13061,3628
13062,3443
13063,3760
13064,4502
13065,3677
13066,3825
13067,4322
13068,3441
13069,3535
13070,3808
13071,3990
13072,4140
13073,3932
13074,3502
13075,3971
13076,3534
13077,3854
13078,3577
13079,3516
13080,4590
13081,5042
13082,4103
13083,4210
13084,4985
13085,4503
13086,4520
13087,4076
13088,4635
13089,4207
13090,4727
13091,5343
13092,5377
13093,5308
13094,4664
13095,4982
13096,5021
13097,4852
13098,4652
13099,5612
13100,5520
13101,5708
13102,4707
13103,4725
13104,5450
13105,5642
13106,5632
13107,5456
13108,5184
13109,5298
13110,6136
13111,5910
13112,6096
13113,5381
13114,5452
13115,6077
13116,5429
13117,5044
13118,5272
13119,5610
13120,5705
13121,5404
13122,5056
13123,5024
13124,5744
13125,6048
13126,6041
13127,5233
13128,5370
13129,5734
13130,6079
13131,6068
13132,6790
13133,7491
13134,8480
13135,8434
13136,8108
13137,8741
13138,7925
13139,7740
13140,8957
13141,8573
13142,8807
13143,8583
13144,8933
13145,9129
13146,8557
13147,8443
13148,8496
13149,8085
13150,9059
13151,8740
13152,8806
13153,8547
13154,7997
13155,8344
13156,8535
13157,8522
13158,8409
13159,8472
13160,8740
13161,8623
13162,7898
13163,8430
13164,8416
13165,8717
13166,8099
13167,7755
13168,8195
13169,8171
13170,8383
13171,8243
13172,7916
13173,8658
13174,8498
13175,8308
13176,7993
13177,7842
13178,8055
13179,8580
13180,7798
13181,8467
13182,8519
13183,8529
13184,8608
13185,8570
13186,8395
13187,7974
13188,7560
13189,8616
13190,7727
13191,7873
13192,7509
13193,7532
13194,7612
13195,7716
13196,7699
13197,7600
13198,7706
13199,8100
13200,8473
13201,8609
13202,8455
13203,7817
13204,8285
13205,8495
13206,8264
13207,8446
13208,8174
13209,8045
13210,8149
13211,8579
13212,7673
13213,8549
13214,8277
13215,8427
13216,8676
13217,8227
13218,8151
13219,7932
13220,8482
13221,8160
13222,8489
13223,8118
13224,8291
13225,7970
13226,7933
13227,8414
13228,8630
13229,8313
13230,8813
13231,8423
13232,7884
13233,7892
13234,8286
13235,8349
13236,8811
13237,7591
13238,8186
13239,8224
13240,8752
13241,8991
13242,8838
13243,8227
13244,8915
13245,8375
13246,9020
13247,8362
13248,9064
13249,8430
13250,8231
13251,8940
13252,9064
13253,8457
13254,8862
13255,8310
13256,8777
13257,8624
13258,8108
13259,8763
13260,9596
13261,8810
13262,9222
13263,9048
13264,9114
13265,8573
13266,8768
13267,8265
13268,8981
13269,8736
13270,9158
13271,8870
13272,8600
13273,8176
13274,9225
13275,8698
13276,9124
13277,8961
13278,9371
13279,8638
13280,9254
13281,9646
13282,9591
13283,9107
13284,8889
13285,9305
13286,8689
13287,9167
13288,9350
13289,9152
13290,9607
13291,10096
13292,9691
13293,10282
13294,9576
13295,10284
13296,10022
13297,9690
13298,9309
13299,10196
13300,9450
13301,10041
13302,9406
13303,10284
13304,9513
13305,10624
13306,10078
13307,10509
13308,9950
13309,10762
13310,10299
13311,10862
13312,10101
13313,10610
13314,9990
13315,10105
13316,10537
13317,10376
13318,10313
13319,10790
13320,10934
13321,11034
13322,10496
13323,10753
13324,10674
13325,10819
13326,10710
13327,11170
13328,10861
13329,10905
13330,10323
13331,10601
13332,10994
13333,10404
13334,10223
13335,11256
13336,10094
13337,10096
13338,10240
13339,10722
13340,10510
13341,10072
13342,10838
13343,10767
13344,10935
13345,10915
13346,10683
13347,10694
13348,10465
13349,11064
13350,11779
13351,11199
13352,11064
13353,10827
13354,10102
13355,11026
13356,11139
13357,10670
13358,10027
13359,10949
13360,11097
13361,10887
13362,11094
13363,10934
13364,10583
13365,11318
13366,11063
13367,11293
13368,10456
13369,10932
13370,11342
13371,11090
13372,10642
13373,11443
13374,10765
13375,11040
13376,11316
13377,10409
13378,11425
13379,10941
13380,11708
13381,11362
13382,11131
13383,11044
13384,10857
13385,11022
13386,11573
13387,11351
13388,11200
13389,11098
13390,10930
13391,11342
13392,11426
13393,11038
13394,11123
13395,11591
13396,11896
13397,10988
13398,11632
13399,11285
13400,12084
13401,11879
13402,11615
13403,11263
13404,11457
13405,11812
13406,11237
13407,11792
13408,11325
13409,11366
13410,11503
13411,11092
13412,11302
13413,11502
13414,10956
13415,11450
13416,11960
13417,11391
13418,11427
13419,11098
13420,11032
13421,11532
13422,11653
13423,11639
13424,11429
13425,11461
13426,11856
13427,11758
13428,11276
13429,12156
13430,11523
13431,11519
13432,12079
13433,11870
13434,11431
13435,12397
13436,11859
13437,11846
13438,11366
13439,11215
13440,12016
13441,12225
13442,12063
13443,11884
13444,11992
13445,11793
13446,12428
13447,12293
13448,12479
13449,11737
13450,12048
13451,12022
13452,12265
13453,12030
13454,12090
13455,12528
13456,12627
13457,12453
13458,12652
13459,12355
13460,12569
13461,12412
13462,12127
13463,13051
13464,12480
13465,12180
13466,12693
13467,12290
13468,11735
13469,12453
13470,12389
13471,13169
13472,13408
13473,13141
13474,12692
13475,12430
13476,12600
13477,12749
13478,12807
13479,12402
13480,12808
13481,12195
13482,12793
13483,12674
13484,12447
13485,13180
13486,13015
13487,12345
13488,12755
13489,12687
13490,13426
13491,13378
13492,12394
13493,13006
13494,12949
13495,13198
13496,12610
13497,12804
13498,12216
13499,11981
13500,12524
13501,12942
13502,13016
13503,12578
13504,13285
13505,13266
13506,12778
13507,12830
13508,12387
13509,12801
13510,12483
13511,12443
13512,12883
13513,12804
13514,13335
13515,12494
13516,12914
13517,13080
13518,12911
13519,12508
13520,13126
13521,11955
13522,12091
13523,12478
13524,12434
13525,13014
13526,12167
13527,12760
13528,12239
13529,12885
13530,13005
13531,12452
13532,12612
13533,11966
13534,12494
13535,12500
13536,12812
13537,12993
13538,11821
13539,12762
13540,12357
13541,11962
13542,12856
13543,11932
13544,12624
13545,13105
13546,12491
13547,11929
13548,11936
13549,12945
13550,12593
13551,12395
13552,12322
13553,11923
13554,12460
13555,12994
13556,12676
13557,12152
13558,11847
13559,12159
13560,12890
13561,12383
13562,12507
13563,12495
13564,12806
13565,13564
13566,12480
13567,12362
13568,12588
13569,12350
13570,12922
13571,12970
13572,12154
13573,12920
13574,12837
13575,12971
13576,13159
13577,12296
13578,13060
13579,12813
13580,13253
13581,12436
13582,13085
13583,12651
13584,12326
13585,12301
13586,13363
13587,12241
13588,12054
13589,12900
13590,12358
13591,12255
13592,12763
13593,13184
13594,12441
13595,11521
13596,12216
13597,11441
13598,12192
13599,11801
13600,11617
13601,12583
13602,13299
13603,13201
13604,12952
13605,12979
13606,12988
13607,13642
13608,12793
13609,12645
13610,13164
13611,12859
13612,12491
13613,13487
13614,13091
13615,12718
13616,12898
13617,13374
13618,12627
13619,12898
13620,13133
13621,13845
13622,13757
13623,13435
13624,13874
13625,13841
13626,13297
13627,13023
13628,13186
13629,13284
13630,13587
13631,13558
13632,13419
13633,13210
13634,13510
13635,13306
13636,13259
13637,13367
13638,12438
13639,13485
13640,13334
13641,12889
13642,12884
13643,13811
13644,12704
13645,13624
13646,13270
13647,13638
13648,13538
13649,13467
13650,14080
13651,13257
13652,13392
13653,13289
13654,13435
13655,14015
13656,13735
13657,13554
13658,13925
13659,13607
13660,13863
13661,13213
13662,13734
13663,13815
13664,13117
13665,13524
13666,13544
13667,13541
13668,13183
13669,13768
13670,13841
13671,13996
13672,13198
13673,13538
13674,13332
13675,13650
13676,13105
13677,13246
13678,13215
13679,13924
13680,13865
13681,13956
13682,14613
13683,13963
13684,13633
13685,14188
13686,13328
13687,13896
13688,13845
13689,13720
13690,14042
13691,14065
13692,14310
13693,13134
13694,13646
13695,13648
13696,13175
13697,13319
13698,13246
13699,12806
13700,13888
13701,13988
13702,13187
13703,13846
13704,12978
13705,13482
13706,13575
13707,13075
13708,13357
13709,12939
13710,13579
13711,13700
13712,13152
13713,13393
13714,13623
13715,13245
13716,12489
13717,12700
13718,13110
13719,13436
13720,13571
13721,13700
13722,13361
13723,13678
13724,13147
13725,12922
13726,13479
13727,13142
13728,13044
13729,13505
13730,13080
13731,12965
13732,13006
13733,13016
13734,13114
13735,13860
13736,13006
13737,13511
13738,13253
13739,13437
13740,13442
13741,13614
13742,14123
13743,13135
13744,12939
13745,13853
13746,13893
13747,12975
13748,13787
13749,12780
13750,13501
13751,13500
13752,13194
13753,13462
13754,12730
13755,13037
13756,12709
13757,12470
13758,13030
13759,12854
13760,12812
13761,12673
13762,12232
13763,12251
13764,12326
13765,12675
13766,12647
13767,12219
13768,12531
13769,11932
13770,12708
13771,12988
13772,12299
13773,13014
13774,12580
13775,12580
13776,12567
13777,12052
13778,12640
13779,12501
13780,12093
13781,11996
13782,12419
13783,11636
13784,11991
13785,11712
13786,11960
13787,11931
13788,12006
13789,12087
13790,12690
13791,11548
13792,11609
13793,11990
13794,11075
13795,11614
13796,11387
13797,11135
13798,11807
13799,11688
13800,11858
13801,11416
13802,11319
13803,11300
13804,11512
13805,11581
13806,12110
13807,11361
13808,10992
13809,11246
13810,11057
13811,10575
13812,11499
13813,10736
13814,10667
13815,11727
13816,11602
13817,11259
13818,11363
13819,11176
13820,11381
13821,10363
13822,10725
13823,10570
13824,10766
13825,10621
13826,10026
13827,10760
13828,10137
13829,10325
13830,10586
13831,10783
13832,10152
13833,10969
13834,10892
13835,10816
13836,10524
13837,9869
13838,10349
13839,10212
13840,10645
13841,9895
13842,10623
13843,9770
13844,10037
13845,9840
13846,10258
13847,10353
13848,9794
13849,10330
13850,10644
13851,9969
13852,9967
13853,9742
13854,9708
13855,9540
13856,9571
13857,10139
13858,9465
13859,9592
13860,10557
13861,11318
13862,10438
13863,10127
13864,9999
13865,10589
13866,9806
13867,9578
13868,9778
13869,10365
13870,9936
13871,9267
13872,9056
13873,9508
13874,9238
13875,9660
13876,8534
13877,9414
13878,8330
13879,8365
13880,9517
13881,9114
13882,8742
13883,9129
13884,9345
13885,9004
13886,8825
13887,8493
13888,8011
13889,8110
13890,8260
13891,8409
13892,8834
13893,8771
13894,8422
13895,8830
13896,8187
13897,8879
13898,8021
13899,8465
13900,8459
13901,8633
13902,9015
13903,8963
13904,7851
13905,7727
13906,8048
13907,8277
13908,8220
13909,7455
13910,8659
13911,7673
13912,7849
13913,8006
13914,7648
13915,8391
13916,8269
13917,8042
13918,7462
13919,7991
13920,8128
13921,7849
13922,8146
13923,8294
13924,8129
13925,8739
13926,8033
13927,8114
13928,7784
13929,7903
13930,8307
13931,7677
13932,7691
13933,7583
13934,7948
13935,7586
13936,7909
13937,9365
13938,10592
13939,9788
13940,9321
13941,9758
13942,9610
13943,10051
13944,10099
13945,9295
13946,9250
13947,9529
13948,9343
13949,9091
13950,9729
13951,10029
13952,9112
13953,9388
13954,9648
13955,9519
