,count
7140,191
7141,202
7142,142
7143,174
7144,150
7145,186
7146,171
7147,189
7148,179
7149,146
7150,175
7151,150
7152,184
7153,160
7154,161
7155,137
7156,183
7157,172
7158,174
7159,146
7160,157
7161,180
7162,157
7163,150
7164,187
7165,170
7166,170
7167,189
7168,168
7169,211
7170,173
7171,153
7172,187
7173,189
7174,150
7175,150
7176,195
7177,172
7178,179
7179,138
7180,157
7181,164
7182,183
7183,190
7184,191
7185,172
7186,157
7187,171
7188,173
7189,147
7190,187
7191,141
7192,197
7193,183
7194,175
7195,199
7196,160
7197,178
7198,165
7199,147
7200,152
7201,171
7202,170
7203,177
7204,179
7205,138
7206,179
7207,140
7208,163
7209,163
7210,178
7211,176
7212,189
7213,168
7214,167
7215,179
7216,202
7217,204
7218,207
7219,186
7220,171
7221,181
7222,247
7223,172
7224,183
7225,194
7226,172
7227,177
7228,173
7229,182
7230,154
7231,189
7232,173
7233,154
7234,187
7235,157
7236,187
7237,173
7238,174
7239,187
7240,181
7241,161
7242,176
7243,137
7244,210
7245,157
7246,178
7247,158
7248,162
7249,179
7250,187
7251,175
7252,173
7253,157
7254,156
7255,184
7256,170
7257,168
7258,130
7259,170
7260,169
7261,170
7262,154
7263,162
7264,153
7265,179
7266,146
7267,182
7268,144
7269,164
7270,144
7271,159
7272,150
7273,150
7274,167
7275,161
7276,174
7277,155
7278,171
7279,191
7280,172
7281,193
7282,175
7283,160
7284,173
7285,175
7286,183
7287,165
7288,167
7289,179
7290,163
7291,174
7292,181
7293,178
7294,177
7295,187
7296,177
7297,162
7298,137
7299,195
7300,177
7301,208
7302,184
7303,183
7304,171
7305,181
7306,170
7307,172
7308,172
7309,143
7310,182
7311,176
7312,185
7313,137
7314,172
7315,135
7316,170
7317,222
7318,185
7319,176
7320,161
7321,147
7322,168
7323,192
7324,151
7325,154
7326,176
7327,150
7328,152
7329,210
7330,140
7331,177
7332,182
7333,177
7334,160
7335,186
7336,169
7337,136
7338,181
7339,178
7340,169
7341,177
7342,147
7343,152
7344,205
7345,154
7346,144
7347,180
7348,176
7349,193
7350,160
7351,157
7352,192
7353,185
7354,156
7355,152
7356,179
7357,172
7358,201
7359,184
7360,140
7361,158
7362,153
7363,171
7364,159
7365,170
7366,178
7367,186
7368,165
7369,213
7370,174
7371,146
7372,169
7373,168
7374,201
7375,176
7376,200
7377,163
7378,173
7379,159
7380,163
7381,188
7382,170
7383,176
7384,173
7385,177
7386,187
7387,181
7388,189
7389,194
7390,171
7391,156
7392,177
7393,168
7394,170
7395,184
7396,190
7397,174
7398,152
7399,161
7400,197
7401,164
7402,198
7403,183
7404,171
7405,169
7406,189
7407,173
7408,189
7409,169
7410,175
7411,187
7412,165
7413,198
7414,190
7415,169
7416,171
7417,199
7418,207
7419,180
7420,147
7421,168
7422,191
7423,183
7424,161
7425,177
7426,163
7427,193
7428,157
7429,182
7430,166
7431,169
7432,178
7433,165
7434,201
7435,183
7436,185
7437,181
7438,197
7439,170
7440,179
7441,170
7442,157
7443,161
7444,190
7445,148
7446,175
7447,182
7448,157
7449,159
7450,194
7451,180
7452,166
7453,167
7454,152
7455,162
7456,162
7457,188
7458,186
7459,167
7460,159
7461,204
7462,194
7463,175
7464,203
7465,102
7466,205
7467,190
7468,163
7469,155
7470,163
7471,194
7472,172
7473,149
7474,168
7475,181
7476,172
7477,167
7478,197
7479,186
7480,184
7481,213
7482,171
7483,192
7484,166
7485,138
7486,180
7487,180
7488,189
7489,173
7490,191
7491,152
7492,197
7493,219
7494,177
7495,144
7496,177
7497,164
7498,179
7499,181
7500,172
7501,182
7502,163
7503,181
7504,187
7505,210
7506,174
7507,179
7508,167
7509,145
7510,138
7511,200
7512,193
7513,177
7514,153
7515,188
7516,148
7517,187
7518,197
7519,154
7520,190
7521,148
7522,164
7523,182
7524,167
7525,196
7526,153
7527,189
7528,168
7529,163
7530,173
7531,181
7532,189
7533,179
7534,140
7535,184
7536,173
7537,169
7538,157
7539,180
7540,194
7541,201
7542,207
7543,176
7544,189
7545,176
7546,175
7547,191
7548,150
7549,177
7550,177
7551,185
7552,145
7553,169
7554,150
7555,155
7556,198
7557,198
7558,187
7559,167
7560,146
7561,185
7562,175
7563,167
7564,181
7565,169
7566,149
7567,192
7568,165
7569,181
7570,160
7571,178
7572,169
7573,179
7574,174
7575,197
7576,172
7577,150
7578,206
7579,172
7580,156
7581,192
7582,174
7583,197
7584,160
7585,170
7586,152
7587,218
7588,186
7589,145
7590,150
7591,188
7592,162
7593,143
7594,181
7595,146
7596,192
7597,194
7598,187
7599,176
7600,170
7601,189
7602,167
7603,201
7604,177
7605,143
7606,171
7607,182
7608,163
7609,183
7610,181
7611,195
7612,214
7613,166
7614,164
7615,180
7616,163
7617,162
7618,176
7619,164
7620,164
7621,185
7622,171
7623,193
7624,193
7625,162
7626,168
7627,172
7628,199
7629,165
7630,194
7631,187
7632,184
7633,169
7634,191
7635,183
7636,200
7637,166
7638,194
7639,197
7640,187
7641,156
7642,160
7643,151
7644,180
7645,188
7646,153
7647,165
7648,192
7649,205
7650,213
7651,170
7652,165
7653,154
7654,197
7655,175
7656,182
7657,160
7658,200
7659,163
7660,176
7661,176
7662,147
7663,160
7664,210
7665,203
7666,182
7667,186
7668,176
7669,178
7670,190
7671,176
7672,174
7673,195
7674,174
7675,154
7676,160
7677,203
7678,202
7679,182
7680,179
7681,180
7682,177
7683,180
7684,186
7685,193
7686,171
7687,180
7688,197
7689,154
7690,190
7691,177
7692,171
7693,167
7694,183
7695,159
7696,188
7697,191
7698,199
7699,197
7700,177
7701,161
7702,178
7703,130
7704,196
7705,175
7706,216
7707,155
7708,200
7709,199
7710,186
7711,213
7712,167
7713,186
7714,157
7715,173
7716,164
7717,201
7718,203
7719,213
7720,156
7721,196
7722,188
7723,197
7724,177
7725,164
7726,150
7727,168
7728,195
7729,152
7730,173
7731,180
7732,170
7733,200
7734,199
7735,172
7736,183
7737,185
7738,158
7739,201
7740,175
7741,184
7742,197
7743,200
7744,168
7745,177
7746,169
7747,173
7748,207
7749,170
7750,190
7751,186
7752,181
7753,214
7754,177
7755,207
7756,188
7757,192
7758,173
7759,198
7760,197
7761,208
7762,184
7763,169
7764,193
7765,154
7766,157
7767,179
7768,179
7769,195
7770,188
7771,159
7772,173
7773,169
7774,183
7775,163
7776,208
7777,176
7778,179
7779,194
7780,179
7781,180
7782,186
7783,180
7784,179
7785,195
7786,182
7787,161
7788,206
7789,179
7790,192
7791,155
7792,174
7793,201
7794,168
7795,172
7796,151
7797,186
7798,153
7799,172
7800,196
7801,162
7802,152
7803,208
7804,181
7805,212
7806,221
7807,161
7808,207
7809,192
7810,196
7811,206
7812,157
7813,187
7814,202
7815,188
7816,171
7817,182
7818,176
7819,194
7820,208
7821,163
7822,165
7823,169
7824,163
7825,166
7826,182
7827,198
7828,147
7829,172
7830,170
7831,182
7832,217
7833,217
7834,225
7835,192
7836,190
7837,212
7838,155
7839,166
7840,211
7841,151
7842,203
7843,181
7844,194
7845,154
7846,182
7847,186
7848,177
7849,192
7850,186
7851,172
7852,194
7853,150
7854,208
7855,161
7856,182
7857,187
7858,221
7859,171
7860,182
7861,196
7862,188
7863,169
7864,187
7865,200
7866,167
7867,176
7868,175
7869,168
7870,171
7871,173
7872,189
7873,184
7874,170
7875,193
7876,160
7877,187
7878,230
7879,155
7880,191
7881,169
7882,191
7883,194
7884,206
7885,167
7886,202
7887,176
7888,197
7889,208
7890,158
7891,186
7892,188
7893,197
7894,162
7895,174
7896,158
7897,192
7898,235
7899,156
7900,165
7901,166
7902,167
7903,166
7904,176
7905,174
7906,190
7907,176
7908,191
7909,183
7910,195
7911,188
7912,219
7913,177
7914,229
7915,209
7916,166
7917,187
7918,167
7919,177
7920,213
7921,191
7922,198
7923,165
7924,201
7925,186
7926,171
7927,152
7928,212
7929,178
7930,192
7931,167
7932,164
7933,193
7934,185
7935,161
7936,184
7937,199
7938,173
7939,177
7940,182
7941,184
7942,183
7943,178
7944,183
7945,157
7946,184
7947,175
7948,183
7949,184
7950,152
7951,177
7952,140
7953,169
7954,163
7955,203
7956,155
7957,174
7958,206
7959,183
7960,182
7961,178
7962,211
7963,180
7964,209
7965,219
7966,183
7967,165
7968,200
7969,198
7970,136
7971,178
7972,201
7973,213
7974,185
7975,203
7976,180
7977,186
7978,159
7979,172
7980,167
7981,191
7982,195
7983,196
7984,187
7985,174
7986,201
7987,184
7988,174
7989,199
7990,201
7991,177
7992,167
7993,198
7994,180
7995,146
7996,172
7997,171
7998,177
7999,168
8000,191
8001,184
8002,184
8003,167
8004,192
8005,172
8006,214
8007,168
8008,160
8009,185
8010,187
8011,193
8012,175
8013,151
8014,197
8015,172
8016,163
8017,217
8018,212
8019,221
8020,181
8021,190
8022,169
8023,187
8024,184
8025,168
8026,188
8027,186
8028,202
8029,166
8030,191
8031,201
8032,184
8033,198
8034,163
8035,214
8036,193
8037,163
8038,195
8039,159
8040,203
8041,179
8042,158
8043,173
8044,194
8045,219
8046,176
8047,173
8048,173
8049,179
8050,194
8051,179
8052,197
8053,200
8054,186
8055,185
8056,202
8057,175
8058,185
8059,204
8060,184
8061,179
8062,183
8063,189
8064,183
8065,171
8066,157
8067,172
8068,193
8069,176
8070,198
8071,182
8072,221
8073,177
8074,164
8075,176
8076,182
8077,168
8078,175
8079,183
8080,185
8081,213
8082,161
8083,201
8084,190
8085,183
8086,176
8087,183
8088,192
8089,178
8090,180
8091,171
8092,197
8093,176
8094,178
8095,168
8096,168
8097,170
8098,165
8099,157
8100,176
8101,199
8102,148
8103,192
8104,159
8105,170
8106,205
8107,174
8108,185
8109,191
8110,214
8111,207
8112,200
8113,204
8114,219
8115,207
8116,196
8117,195
8118,164
8119,175
8120,192
8121,217
8122,195
8123,185
8124,188
8125,176
8126,187
8127,182
8128,189
8129,195
8130,198
8131,184
8132,170
8133,191
8134,167
8135,199
8136,191
8137,187
8138,192
8139,194
8140,170
8141,217
8142,191
8143,201
8144,185
8145,168
8146,194
8147,182
8148,174
8149,192
8150,195
8151,193
8152,207
8153,169
8154,201
8155,206
8156,189
8157,158
8158,165
8159,198
8160,194
8161,196
8162,186
8163,184
8164,178
8165,172
8166,175
8167,202
8168,223
8169,182
8170,172
8171,196
8172,198
8173,155
8174,169
8175,166
8176,207
8177,174
8178,160
8179,186
8180,220
8181,202
8182,185
8183,184
8184,171
8185,164
8186,169
8187,140
8188,188
8189,191
8190,188
8191,210
8192,193
8193,198
8194,185
8195,204
8196,197
8197,189
8198,165
8199,170
8200,166
8201,176
8202,209
8203,179
8204,163
8205,187
8206,192
8207,170
8208,195
8209,177
8210,190
8211,215
8212,192
8213,180
8214,174
8215,163
8216,171
8217,216
8218,163
8219,188
8220,203
8221,164
8222,202
8223,170
8224,177
8225,212
8226,170
8227,188
8228,163
8229,204
8230,192
8231,166
8232,181
8233,186
8234,176
8235,189
8236,192
8237,194
8238,223
8239,170
8240,174
8241,197
8242,226
8243,194
8244,197
8245,186
8246,173
8247,180
8248,177
8249,184
8250,192
8251,203
8252,197
8253,189
8254,191
8255,157
8256,175
8257,192
8258,186
8259,161
8260,170
8261,187
8262,170
8263,169
8264,204
8265,168
8266,202
8267,202
8268,180
8269,200
8270,172
8271,197
8272,207
8273,190
8274,206
8275,176
8276,181
8277,191
8278,161
8279,215
8280,225
8281,198
8282,171
8283,187
8284,183
8285,205
8286,202
8287,192
8288,191
8289,194
8290,215
8291,173
8292,176
8293,213
8294,161
8295,201
8296,208
8297,177
8298,165
8299,219
8300,205
8301,192
8302,189
8303,170
8304,207
8305,208
8306,174
8307,207
8308,185
8309,188
8310,181
8311,154
8312,211
8313,198
8314,163
8315,203
8316,186
8317,190
8318,180
8319,190
8320,178
8321,165
8322,172
8323,208
8324,177
8325,182
8326,167
8327,168
8328,171
8329,169
8330,222
8331,189
8332,202
8333,179
8334,191
8335,176
8336,170
8337,201
8338,147
8339,194
8340,201
8341,175
8342,148
8343,209
8344,214
8345,195
8346,190
8347,179
8348,236
8349,201
8350,216
8351,215
8352,203
8353,200
8354,185
8355,199
8356,207
8357,173
8358,217
8359,186
8360,185
8361,171
8362,222
8363,208
8364,200
8365,210
8366,201
8367,176
8368,165
8369,204
8370,176
8371,158
8372,207
8373,212
8374,217
8375,179
8376,215
8377,210
8378,204
8379,212
8380,179
8381,157
8382,210
8383,190
8384,195
8385,212
8386,193
8387,187
8388,192
8389,198
8390,167
8391,173
8392,181
8393,187
8394,200
8395,183
8396,177
8397,206
8398,169
8399,182
8400,196
8401,201
8402,175
8403,175
8404,175
8405,192
8406,195
8407,216
8408,169
8409,150
8410,196
8411,205
8412,153
8413,195
8414,183
8415,173
8416,194
8417,208
8418,190
8419,202
8420,204
8421,215
8422,216
8423,168
8424,212
8425,183
8426,186
8427,203
8428,180
8429,154
8430,167
8431,153
8432,186
8433,192
8434,170
8435,163
8436,209
8437,211
8438,187
8439,185
8440,188
8441,167
8442,158
8443,179
8444,187
8445,213
8446,171
8447,215
8448,200
8449,165
8450,187
8451,214
8452,205
8453,186
8454,160
8455,211
8456,167
8457,170
8458,204
8459,154
8460,181
8461,174
8462,186
8463,210
8464,212
8465,178
8466,179
8467,149
8468,203
8469,190
8470,182
8471,188
8472,189
8473,203
8474,198
8475,173
8476,200
8477,191
8478,176
8479,201
8480,201
8481,206
8482,170
8483,179
8484,210
8485,157
8486,202
8487,182
8488,194
8489,198
8490,217
8491,212
8492,228
8493,178
8494,178
8495,195
8496,175
8497,180
8498,187
8499,179
8500,197
8501,191
8502,179
8503,214
8504,174
8505,194
8506,205
8507,178
8508,159
8509,194
8510,183
8511,209
8512,198
8513,164
8514,143
8515,202
8516,169
8517,188
8518,212
8519,166
8520,203
8521,172
8522,220
8523,184
8524,187
8525,168
8526,187
8527,180
8528,179
8529,204
8530,156
8531,172
8532,187
8533,177
8534,188
8535,194
8536,194
8537,175
8538,198
8539,195
8540,162
8541,182
8542,184
8543,199
8544,185
8545,170
8546,164
8547,176
8548,177
8549,180
8550,190
8551,181
8552,177
8553,201
8554,225
8555,158
8556,181
8557,206
8558,188
8559,156
8560,182
8561,204
8562,203
8563,195
8564,176
8565,202
8566,203
8567,208
8568,197
8569,185
8570,193
8571,197
8572,188
8573,213
8574,190
8575,176
8576,180
8577,185
8578,161
8579,216
8580,200
8581,164
8582,198
8583,190
8584,210
8585,196
8586,183
8587,214
8588,197
8589,189
8590,197
8591,172
8592,176
8593,209
8594,175
8595,176
8596,175
8597,199
8598,183
8599,162
8600,185
8601,187
8602,201
8603,175
8604,181
8605,195
8606,196
8607,204
8608,174
8609,162
8610,202
8611,193
8612,187
8613,178
8614,191
8615,180
8616,202
8617,183
8618,172
8619,181
8620,166
8621,184
8622,180
8623,220
8624,159
8625,176
8626,193
8627,163
8628,199
8629,196
8630,223
8631,197
8632,188
8633,187
8634,177
8635,184
8636,227
8637,151
8638,196
8639,225
8640,160
8641,183
8642,196
8643,168
8644,229
8645,183
8646,170
8647,203
8648,166
8649,176
8650,167
8651,190
8652,191
8653,203
8654,158
8655,145
8656,193
8657,196
8658,170
8659,217
8660,150
8661,173
8662,196
8663,180
8664,172
8665,215
8666,183
8667,190
8668,196
8669,207
8670,163
8671,182
8672,156
8673,172
8674,181
8675,203
8676,174
8677,204
8678,250
8679,186
8680,207
8681,205
8682,173
8683,227
8684,210
8685,217
8686,225
8687,191
8688,204
8689,192
8690,168
8691,228
8692,203
8693,196
8694,209
8695,176
8696,176
8697,175
8698,194
8699,181
8700,188
8701,194
8702,181
8703,143
8704,184
8705,204
8706,209
8707,176
8708,182
8709,171
8710,166
8711,189
8712,146
8713,174
8714,173
8715,203
8716,175
8717,164
8718,203
8719,194
8720,177
8721,217
8722,189
8723,210
8724,162
8725,172
8726,186
8727,172
8728,181
8729,196
8730,177
8731,193
8732,188
8733,195
8734,191
8735,178
8736,183
8737,183
8738,176
8739,172
8740,199
8741,203
8742,202
8743,178
8744,180
8745,182
8746,166
8747,176
8748,204
8749,180
8750,197
8751,168
8752,198
8753,172
8754,206
8755,170
8756,219
8757,204
8758,224
8759,169
8760,184
8761,186
8762,200
8763,163
8764,156
8765,198
8766,194
8767,191
8768,171
8769,191
8770,213
8771,178
8772,210
8773,227
8774,204
8775,168
8776,185
8777,172
8778,216
8779,164
8780,187
8781,192
8782,187
8783,200
8784,217
8785,220
8786,189
8787,178
8788,201
8789,210
8790,167
8791,196
8792,183
8793,176
8794,175
8795,199
8796,214
8797,186
8798,185
8799,174
8800,209
8801,206
8802,215
8803,199
8804,214
8805,185
8806,186
8807,166
8808,171
8809,188
8810,189
8811,181
8812,152
8813,165
8814,161
8815,190
8816,186
8817,204
8818,151
8819,165
8820,215
8821,215
8822,205
8823,198
8824,196
8825,160
8826,177
8827,188
8828,211
8829,143
8830,180
8831,166
8832,181
8833,222
8834,239
8835,213
8836,230
8837,175
8838,176
8839,200
8840,184
8841,205
8842,188
8843,186
8844,202
8845,170
8846,195
8847,154
8848,185
8849,182
8850,199
8851,173
8852,158
8853,198
8854,216
8855,214
8856,192
8857,208
8858,218
8859,228
8860,213
8861,180
8862,186
8863,196
8864,210
8865,176
8866,170
8867,211
8868,177
8869,175
8870,178
8871,184
8872,207
8873,159
8874,205
8875,166
8876,207
8877,183
8878,171
8879,206
8880,213
8881,222
8882,205
8883,217
8884,214
8885,214
8886,206
8887,222
8888,178
8889,217
8890,210
8891,192
8892,213
8893,209
8894,203
8895,220
8896,194
8897,186
8898,186
8899,196
8900,147
8901,160
8902,173
8903,171
8904,183
8905,176
8906,159
8907,171
8908,191
8909,208
8910,191
8911,177
8912,171
8913,184
8914,198
8915,210
8916,210
8917,209
8918,197
8919,171
8920,175
8921,198
8922,196
8923,169
8924,181
8925,188
8926,173
8927,151
8928,166
8929,201
8930,188
8931,205
8932,176
8933,220
8934,188
8935,179
8936,207
8937,168
8938,205
8939,208
8940,170
8941,210
8942,168
8943,210
8944,205
8945,184
8946,230
8947,188
8948,196
8949,191
8950,227
8951,163
8952,186
8953,188
8954,197
8955,188
8956,187
8957,179
8958,220
8959,207
8960,189
8961,179
8962,203
8963,169
8964,207
8965,216
8966,202
8967,181
8968,201
8969,146
8970,182
8971,223
8972,204
8973,193
8974,197
8975,221
8976,173
8977,155
8978,178
8979,204
8980,205
8981,189
8982,176
8983,201
8984,194
8985,175
8986,139
8987,189
8988,193
8989,207
8990,192
8991,191
8992,174
8993,164
8994,186
8995,190
8996,171
8997,179
8998,172
8999,179
9000,175
9001,200
9002,165
9003,210
9004,172
9005,212
9006,197
9007,205
9008,185
9009,176
9010,167
9011,217
9012,226
9013,212
9014,176
9015,187
9016,206
9017,173
9018,183
9019,199
9020,220
9021,169
9022,150
9023,184
9024,187
9025,186
9026,180
9027,179
9028,192
9029,193
9030,174
9031,219
9032,186
9033,175
9034,182
9035,202
9036,194
9037,210
9038,194
9039,189
9040,216
9041,193
9042,195
9043,217
9044,202
9045,168
9046,187
9047,145
9048,209
9049,227
9050,174
9051,214
9052,188
9053,206
9054,209
9055,214
9056,195
9057,186
9058,186
9059,170
9060,203
9061,164
9062,205
9063,227
9064,224
9065,187
9066,201
9067,199
9068,170
9069,193
9070,208
9071,183
9072,217
9073,221
9074,185
9075,192
9076,204
9077,187
9078,198
9079,181
9080,165
9081,165
9082,173
9083,179
9084,174
9085,192
9086,200
9087,184
9088,182
9089,198
9090,197
9091,192
9092,196
9093,206
9094,188
9095,221
9096,203
9097,197
9098,222
9099,188
9100,184
9101,218
9102,195
9103,175
9104,199
9105,188
9106,202
9107,182
9108,193
9109,209
9110,207
9111,199
9112,201
9113,206
9114,200
9115,170
9116,173
9117,216
9118,248
9119,179
9120,199
9121,190
9122,236
9123,157
9124,215
9125,216
9126,213
9127,198
9128,216
9129,189
9130,187
9131,179
9132,175
9133,161
9134,165
9135,207
9136,217
9137,200
9138,205
9139,175
9140,198
9141,181
9142,191
9143,176
9144,218
9145,202
9146,195
9147,210
9148,215
9149,211
9150,186
9151,183
9152,237
9153,240
9154,174
9155,193
9156,187
9157,208
9158,217
9159,179
9160,171
9161,201
9162,181
9163,183
9164,182
9165,207
9166,167
9167,216
9168,191
9169,215
9170,177
9171,214
9172,205
9173,185
9174,171
9175,218
9176,177
9177,160
9178,176
9179,194
9180,197
9181,195
9182,177
9183,185
9184,204
9185,214
9186,187
9187,196
9188,172
9189,205
9190,213
9191,200
9192,216
9193,200
9194,154
9195,183
9196,191
9197,176
9198,205
9199,206
9200,204
9201,200
9202,173
9203,203
9204,211
9205,194
9206,195
9207,224
9208,180
9209,209
9210,213
9211,178
9212,198
9213,206
9214,182
9215,157
9216,200
9217,195
9218,201
9219,212
9220,235
9221,200
9222,165
9223,190
9224,231
9225,211
9226,218
9227,172
9228,219
9229,192
9230,187
9231,201
9232,180
9233,215
9234,229
9235,201
9236,234
9237,178
9238,185
9239,165
9240,169
9241,186
9242,219
9243,169
9244,198
9245,186
9246,187
9247,206
9248,187
9249,205
9250,187
9251,212
9252,201
9253,187
9254,187
9255,172
9256,175
9257,190
9258,210
9259,198
9260,190
9261,195
9262,158
9263,184
9264,212
9265,165
9266,183
9267,185
9268,177
9269,182
9270,178
9271,177
9272,196
9273,215
9274,216
9275,196
9276,195
9277,187
9278,188
9279,220
9280,197
9281,172
9282,196
9283,199
9284,171
9285,208
9286,235
9287,193
9288,225
9289,222
9290,219
9291,212
9292,208
9293,189
9294,198
9295,209
9296,191
9297,210
9298,87
9299,191
9300,211
9301,182
9302,199
9303,199
9304,222
9305,179
9306,216
9307,208
9308,200
9309,185
9310,192
9311,205
9312,211
9313,195
9314,214
9315,215
9316,213
9317,221
9318,221
9319,208
9320,174
9321,220
9322,203
9323,221
9324,226
9325,230
9326,188
9327,211
9328,169
9329,161
9330,226
9331,234
9332,190
9333,200
9334,213
9335,207
9336,233
9337,241
9338,262
9339,239
9340,188
9341,191
9342,217
9343,189
9344,239
9345,134
9346,212
9347,212
9348,210
9349,252
9350,227
9351,228
9352,203
9353,151
9354,152
9355,222
9356,232
9357,218
9358,197
9359,207
9360,162
9361,194
9362,210
9363,198
9364,199
9365,207
9366,212
9367,207
9368,226
9369,189
9370,164
9371,190
9372,203
9373,192
9374,206
9375,217
9376,187
9377,222
9378,212
9379,169
9380,213
9381,203
9382,219
9383,202
9384,198
9385,190
9386,195
9387,230
9388,201
9389,227
9390,174
9391,192
9392,229
9393,238
9394,259
9395,190
9396,220
9397,187
9398,191
9399,230
9400,203
9401,211
9402,206
9403,159
9404,230
9405,197
9406,188
9407,179
9408,183
9409,217
9410,203
9411,199
9412,223
9413,190
9414,182
9415,197
9416,182
9417,174
9418,160
9419,174
9420,219
9421,190
9422,199
9423,156
9424,184
9425,188
9426,208
9427,198
9428,177
9429,169
9430,195
9431,187
9432,185
9433,189
9434,174
9435,180
9436,207
9437,189
9438,184
9439,210
9440,186
9441,193
9442,231
9443,214
9444,233
9445,166
9446,189
9447,179
9448,218
9449,215
9450,226
9451,207
9452,195
9453,162
9454,212
9455,226
9456,201
9457,183
9458,185
9459,200
9460,227
9461,213
9462,210
9463,211
9464,173
9465,193
9466,216
9467,178
9468,182
9469,195
9470,202
9471,191
9472,180
9473,224
9474,225
9475,181
9476,196
9477,175
9478,198
9479,191
9480,205
9481,220
9482,164
9483,203
9484,231
9485,237
9486,235
9487,235
9488,211
9489,209
9490,213
9491,194
9492,242
9493,177
9494,196
9495,207
9496,172
9497,185
9498,195
9499,194
9500,236
9501,191
9502,220
9503,193
9504,220
9505,187
9506,198
9507,178
9508,209
9509,207
9510,183
9511,191
9512,191
9513,186
9514,217
9515,195
9516,189
9517,218
9518,193
9519,189
9520,194
9521,176
9522,223
9523,200
9524,217
9525,212
9526,190
9527,232
9528,224
9529,199
9530,184
9531,215
9532,196
9533,248
9534,209
9535,186
9536,187
9537,188
9538,188
9539,193
9540,219
9541,216
9542,220
9543,211
9544,213
9545,237
9546,214
9547,194
9548,209
9549,209
9550,179
9551,205
9552,231
9553,222
9554,186
9555,166
9556,207
9557,218
9558,202
9559,200
9560,239
9561,209
9562,227
9563,192
9564,211
9565,217
9566,179
9567,175
9568,214
9569,204
9570,231
9571,231
9572,196
9573,209
9574,202
9575,215
9576,250
9577,218
9578,224
9579,198
9580,177
9581,231
9582,201
9583,242
9584,240
9585,231
9586,214
9587,183
9588,166
9589,200
9590,227
9591,217
9592,203
9593,199
9594,228
9595,205
9596,228
9597,228
9598,197
9599,189
9600,202
9601,197
9602,192
9603,224
9604,202
9605,180
9606,220
9607,208
9608,221
9609,175
9610,241
9611,211
9612,184
9613,185
9614,240
9615,230
9616,217
9617,232
9618,210
9619,217
9620,216
9621,179
9622,214
9623,209
9624,211
9625,178
9626,171
9627,192
9628,222
9629,246
9630,218
9631,212
9632,175
9633,195
9634,201
9635,234
9636,174
9637,218
9638,190
9639,174
9640,205
9641,232
9642,205
9643,193
9644,165
9645,190
9646,187
9647,229
9648,204
9649,200
9650,204
9651,189
9652,180
9653,190
9654,197
9655,209
9656,183
9657,189
9658,193
9659,212
9660,191
9661,214
9662,216
9663,188
9664,196
9665,181
9666,206
9667,223
9668,168
9669,219
9670,235
9671,232
9672,201
9673,185
9674,193
9675,188
9676,219
9677,208
9678,200
9679,179
9680,176
9681,193
9682,176
9683,219
9684,195
9685,202
9686,172
9687,212
9688,226
9689,191
9690,192
9691,221
9692,206
9693,205
9694,203
9695,184
9696,194
9697,214
9698,180
9699,213
9700,240
9701,164
9702,191
9703,165
9704,223
9705,195
9706,220
9707,187
9708,206
9709,191
9710,178
9711,218
9712,204
9713,187
9714,206
9715,217
9716,205
9717,220
9718,217
9719,213
9720,183
9721,170
9722,193
9723,199
9724,205
9725,175
9726,204
9727,213
9728,238
9729,215
9730,204
9731,215
9732,182
9733,238
9734,205
9735,207
9736,184
9737,186
9738,193
9739,196
9740,218
9741,191
9742,169
9743,180
9744,223
9745,190
9746,183
9747,194
9748,199
9749,174
9750,199
9751,196
9752,233
9753,221
9754,188
9755,199
9756,206
9757,215
9758,165
9759,195
9760,222
9761,187
9762,212
9763,201
9764,159
9765,187
9766,195
9767,193
9768,196
9769,179
9770,200
9771,180
9772,196
9773,155
9774,213
9775,195
9776,176
9777,212
9778,204
9779,195
9780,212
9781,190
9782,169
9783,192
9784,197
9785,217
9786,181
9787,189
9788,205
9789,186
9790,215
9791,196
9792,202
9793,218
9794,228
9795,203
9796,164
9797,178
9798,184
9799,191
9800,219
9801,190
9802,247
9803,209
9804,184
9805,175
9806,215
9807,230
9808,197
9809,192
9810,228
9811,228
9812,206
9813,205
9814,202
9815,191
9816,225
9817,156
9818,195
9819,193
9820,196
9821,215
9822,191
9823,240
9824,215
9825,206
9826,206
9827,186
9828,239
9829,195
9830,229
9831,227
9832,204
9833,242
9834,196
9835,218
9836,192
9837,213
9838,201
9839,193
9840,196
9841,188
9842,190
9843,222
9844,206
9845,217
9846,226
9847,200
9848,225
9849,232
9850,205
9851,202
9852,210
9853,187
9854,194
9855,187
9856,187
9857,198
9858,217
9859,176
9860,188
9861,203
9862,202
9863,184
9864,222
9865,197
9866,193
9867,187
9868,172
9869,204
9870,204
9871,222
9872,170
9873,206
9874,216
9875,214
9876,210
9877,184
9878,233
9879,230
9880,210
9881,185
9882,180
9883,199
9884,194
9885,206
9886,203
9887,186
9888,203
9889,195
9890,195
9891,174
9892,208
9893,205
9894,175
9895,233
9896,206
9897,227
9898,217
9899,213
9900,209
9901,211
9902,193
9903,181
9904,206
9905,230
9906,211
9907,200
9908,218
9909,214
9910,179
9911,211
9912,203
9913,168
9914,178
9915,238
9916,168
9917,192
9918,217
9919,206
9920,184
9921,212
9922,182
9923,161
9924,221
9925,191
9926,227
9927,191
9928,174
9929,212
9930,188
9931,215
9932,197
9933,181
9934,206
9935,192
9936,174
9937,232
9938,181
