Trade date,Settlement date,Transaction category,"Trade amount (in millions, USD)",Issuer,Security description,CUSIP,Price,"Accrued interest (in dollars, USD)","Total amount transferred (in millions, USD)",Counterparty,,
Aug 22 2019,Aug 23 2019,Purchase, 2.0 ,TSY,TN 01.875 02/28/22  ,912828W55,100.82812500," 17,934.78 ", 2.0 ,HSBC Securities (USA) Inc.,,
Aug 22 2019,Aug 23 2019,Purchase, 100.0 ,TSY,TN 01.750 07/15/22  ,9128287C8,100.64843750," 185,461.96 ", 100.8 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 100.0 ,TSY,TN 01.625 11/15/22  ,912828TY6,100.59375000," 459,239.14 ", 101.1 ,"Wells Fargo Securities, LLC",,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 01.625 11/15/22  ,912828TY6,100.58984375," 4,592.39 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 25.0 ,TSY,TN 02.000 11/30/22  ,912828M80,101.78125000," 120,218.58 ", 25.6 ,"RBC Capital Markets, LLC",,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.53125000," 79,483.70 ", 10.1 ,"Bank of Nova Scotia, New York Agency",,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.52343750," 79,483.70 ", 10.1 ,"Bank of Nova Scotia, New York Agency",,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.53125000," 7,948.37 ", 1.0 ,"RBC Capital Markets, LLC",,
Aug 26 2019,Aug 27 2019,Purchase, 3.0 ,TSY,TN 01.750 09/30/22  ,912828L57,100.92578125," 21,372.95 ", 3.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.625 02/28/23  ,9128284A5,104.06250000," 128,396.74 ", 10.5 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 100.0 ,TSY,TN 02.750 07/31/23  ,912828Y61,105.00781250," 201,766.30 ", 105.2 ,J.P. Morgan Securities LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.000 11/30/22  ,912828M80,101.77734375," 4,808.74 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 01.750 09/30/22  ,912828L57,100.92187500," 7,124.32 ", 1.0 ,BMO Capital Markets Corp.,,
Aug 26 2019,Aug 27 2019,Purchase, 2.0 ,TSY,TN 01.750 09/30/22  ,912828L57,100.93750000," 14,248.63 ", 2.0 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.625 02/28/23  ,9128284A5,104.05078125," 12,839.67 ", 1.1 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.750 07/31/23  ,912828Y61,105.01953125," 20,176.63 ", 10.5 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 9.0 ,TSY,TN 02.750 07/31/23  ,912828Y61,105.01953125," 18,158.97 ", 9.5 ,"BofA Securities, Inc.",,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.750 05/31/23  ,9128284S6,104.80078125," 66,120.22 ", 10.5 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.750 05/31/23  ,9128284S6,104.80078125," 6,612.02 ", 1.1 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.750 04/30/23  ,9128284L1,104.69921875," 8,892.66 ", 1.1 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 100.0 ,TSY,TN 02.000 11/30/22  ,912828M80,101.76953125," 480,874.32 ", 102.3 ,BNP Paribas Securities Corp.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.000 11/30/22  ,912828M80,101.78515625," 4,808.74 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.000 11/30/22  ,912828M80,101.76953125," 4,808.74 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 25.0 ,TSY,TN 02.750 11/15/23  ,912828WE6,105.39062500," 194,293.48 ", 26.5 ,Daiwa Capital Markets America Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.52734375," 79,483.70 ", 10.1 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 50.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.53125000," 397,418.48 ", 50.7 ,"Nomura Securities International, Inc.",,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 01.750 09/30/22  ,912828L57,100.93359375," 7,124.32 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.000 10/31/22  ,9128283C2,101.73437500," 64,673.91 ", 10.2 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.000 10/31/22  ,9128283C2,101.73046875," 6,467.39 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.000 10/31/22  ,9128283C2,101.72265625," 6,467.39 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 20.0 ,TSY,TN 02.625 02/28/23  ,9128284A5,104.06250000," 256,793.48 ", 21.1 ,J.P. Morgan Securities LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 75.0 ,TSY,TN 02.750 07/31/23  ,912828Y61,105.01171875," 151,324.73 ", 78.9 ,Morgan Stanley & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 5.0 ,TSY,TN 01.625 11/15/22  ,912828TY6,100.57812500," 22,961.96 ", 5.1 ,BMO Capital Markets Corp.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.53906250," 79,483.70 ", 10.1 ,"Bank of Nova Scotia, New York Agency",,
Aug 26 2019,Aug 27 2019,Purchase, 20.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.53515625," 158,967.39 ", 20.3 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.625 02/28/23  ,9128284A5,104.05859375," 128,396.74 ", 10.5 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 140.0 ,TSY,TN 02.750 07/31/23  ,912828Y61,105.01171875," 282,472.82 ", 147.3 ,Citigroup Global Markets Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 100.0 ,TSY,TN 02.750 07/31/23  ,912828Y61,105.00781250," 201,766.30 ", 105.2 ,Deutsche Bank Securities Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.750 04/30/23  ,9128284L1,104.69921875," 88,926.63 ", 10.6 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TB 07.625 11/15/22  ,912810EN4,119.38671875," 21,548.91 ", 1.2 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 200.0 ,TSY,TN 01.625 10/31/23  ,912828T91,100.79687500," 1,050,951.08 ", 202.6 ,Citigroup Global Markets Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.53125000," 79,483.70 ", 10.1 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 01.625 04/30/23  ,912828R28,100.69921875," 5,254.76 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.625 02/28/23  ,9128284A5,104.05859375," 12,839.67 ", 1.1 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.750 07/31/23  ,912828Y61,105.01171875," 2,017.66 ", 1.1 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.750 04/30/23  ,9128284L1,104.69140625," 8,892.66 ", 1.1 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.750 04/30/23  ,9128284L1,104.69531250," 88,926.63 ", 10.6 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.875 10/31/23  ,9128285K2,105.83984375," 92,968.75 ", 10.7 ,Amherst Pierpont Securities LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 200.0 ,TSY,TN 01.875 08/31/22  ,912828L24,101.27343750," 1,834,239.12 ", 204.4 ,"Nomura Securities International, Inc.",,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.53515625," 79,483.70 ", 10.1 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.000 10/31/22  ,9128283C2,101.71484375," 6,467.39 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 50.0 ,TSY,TN 02.875 10/31/23  ,9128285K2,105.83203125," 464,843.75 ", 53.4 ,Deutsche Bank Securities Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.875 10/31/23  ,9128285K2,105.83984375," 9,296.88 ", 1.1 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.375 01/31/23  ,9128283U2,103.12890625," 1,742.53 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 100.0 ,TSY,TN 02.000 11/30/22  ,912828M80,101.78125000," 480,874.32 ", 102.3 ,BNP Paribas Securities Corp.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 01.875 08/31/22  ,912828L24,101.26953125," 91,711.96 ", 10.2 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 50.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.52734375," 397,418.48 ", 50.7 ,"Nomura Securities International, Inc.",,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.52734375," 7,948.37 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 135.0 ,TSY,TN 01.750 09/30/22  ,912828L57,100.93359375," 961,782.79 ", 137.2 ,Citigroup Global Markets Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 01.875 10/31/22  ,912828M49,101.34765625," 6,063.18 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 2.0 ,TSY,TN 02.000 10/31/22  ,9128283C2,101.72656250," 12,934.78 ", 2.0 ,Amherst Pierpont Securities LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.000 10/31/22  ,9128283C2,101.72656250," 64,673.91 ", 10.2 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.625 02/28/23  ,9128284A5,104.06640625," 12,839.67 ", 1.1 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 02.750 07/31/23  ,912828Y61,105.01953125," 2,017.66 ", 1.1 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.750 08/31/23  ,9128284X5,105.12500000," 134,510.87 ", 10.6 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 50.0 ,TSY,TN 02.750 08/31/23  ,9128284X5,105.12109375," 672,554.35 ", 53.2 ,Deutsche Bank Securities Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 25.0 ,TSY,TN 01.250 07/31/23  ,912828S92,99.32031250," 22,927.99 ", 24.9 ,"RBC Capital Markets, LLC",,
Aug 26 2019,Aug 27 2019,Purchase, 50.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.53906250," 397,418.48 ", 50.7 ,BNP Paribas Securities Corp.,,
Aug 26 2019,Aug 27 2019,Purchase, 200.0 ,TSY,TN 01.750 09/30/22  ,912828L57,100.92968750," 1,424,863.40 ", 203.3 ,"Nomura Securities International, Inc.",,
Aug 26 2019,Aug 27 2019,Purchase, 100.0 ,TSY,TN 01.750 09/30/22  ,912828L57,100.93359375," 712,431.70 ", 101.6 ,"Nomura Securities International, Inc.",,
Aug 26 2019,Aug 27 2019,Purchase, 1.0 ,TSY,TN 01.875 10/31/22  ,912828M49,101.33984375," 6,063.18 ", 1.0 ,Barclays Capital Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.000 10/31/22  ,9128283C2,101.72265625," 64,673.91 ", 10.2 ,Goldman Sachs & Co. LLC,,
Aug 26 2019,Aug 27 2019,Purchase, 50.0 ,TSY,TN 02.750 07/31/23  ,912828Y61,105.01562500," 100,883.15 ", 52.6 ,Deutsche Bank Securities Inc.,,
Aug 26 2019,Aug 27 2019,Purchase, 10.0 ,TSY,TN 02.750 05/31/23  ,9128284S6,104.80468750," 66,120.22 ", 10.5 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.35937500, 529.89 , 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.625 02/15/26  ,912828P46,101.13281250, 574.05 , 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.625 05/15/26  ,912828R36,101.18750000," 4,636.55 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.625 05/15/26  ,912828R36,101.17187500," 4,636.55 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.750 02/28/25  ,9128283Z1,107.05468750," 135,258.15 ", 10.8 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 40.0 ,TSY,TN 02.625 12/31/25  ,9128285T3,107.16406250," 168,342.39 ", 43.0 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.500 02/28/26  ,9128286F2,106.57812500," 12,296.20 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.625 01/31/26  ,9128286A3,107.25781250," 1,997.28 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.625 01/31/26  ,9128286A3,107.25000000," 1,997.28 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.125 05/31/26  ,9128286X3,104.37500000," 5,167.35 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,106.46093750," 107,581.97 ", 10.8 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 15.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,107.99218750," 104,866.80 ", 16.3 ,Deutsche Bank Securities Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 20.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.36718750," 10,597.83 ", 20.1 ,"Societe Generale, New York Branch",,
Aug 27 2019,Aug 28 2019,Purchase, 50.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.39062500," 26,494.57 ", 50.2 ,"Nomura Securities International, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.38281250, 529.89 , 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 100.0 ,TSY,TN 02.125 03/31/24  ,912828W71,103.14062500," 870,901.64 ", 104.0 ,Citigroup Global Markets Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.125 09/30/24  ,9128282Y5,103.50781250," 8,709.02 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.125 02/29/24  ,912828W48,103.10156250," 104,517.66 ", 10.4 ,"Societe Generale, New York Branch",,
Aug 27 2019,Aug 28 2019,Purchase, 15.0 ,TSY,TN 02.375 08/15/24  ,912828D56,104.60937500," 12,584.92 ", 15.7 ,Citigroup Global Markets Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 4.0 ,TSY,TN 02.750 08/31/25  ,9128284Z0,107.55468750," 54,103.26 ", 4.4 ,BMO Capital Markets Corp.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.875 04/30/25  ,9128284M9,107.89843750," 93,750.00 ", 10.9 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.875 04/30/25  ,9128284M9,107.89843750," 9,375.00 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.875 06/30/26  ,9128287B0,102.82031250," 3,006.11 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,107.98437500," 6,991.12 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 50.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,107.98437500," 349,556.01 ", 54.3 ,Amherst Pierpont Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.39843750," 44,089.67 ", 10.8 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 100.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.37500000," 440,896.74 ", 107.8 ,J.P. Morgan Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.39062500, 529.89 , 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.125 03/31/24  ,912828W71,103.15625000," 87,090.16 ", 10.4 ,"Societe Generale, New York Branch",,
Aug 27 2019,Aug 28 2019,Purchase, 25.0 ,TSY,TN 02.125 03/31/24  ,912828W71,103.16406250," 217,725.41 ", 26.0 ,"BofA Securities, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 25.0 ,TSY,TN 02.125 07/31/24  ,9128282N9,103.40234375," 40,421.20 ", 25.9 ,"Bank of Nova Scotia, New York Agency",,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.125 05/15/25  ,912828XB1,103.85156250," 60,631.79 ", 10.4 ,"Societe Generale, New York Branch",,
Aug 27 2019,Aug 28 2019,Purchase, 74.0 ,TSY,TN 02.125 05/15/25  ,912828XB1,103.85156250," 448,675.27 ", 77.3 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.625 02/15/26  ,912828P46,101.12500000, 574.05 , 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.625 05/15/26  ,912828R36,101.17968750," 4,636.55 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 01.625 05/15/26  ,912828R36,101.15625000," 46,365.49 ", 10.2 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.625 12/31/25  ,9128285T3,107.17187500," 4,208.56 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 50.0 ,TSY,TN 02.500 02/28/26  ,9128286F2,106.57031250," 614,809.78 ", 53.9 ,"BofA Securities, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.500 02/28/26  ,9128286F2,106.57031250," 12,296.20 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 67.0 ,TSY,TN 02.125 05/31/26  ,9128286X3,104.38671875," 346,212.44 ", 70.3 ,"Wells Fargo Securities, LLC",,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,106.46875000," 10,758.20 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,108.00000000," 6,991.12 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,107.99218750," 6,991.12 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,108.00000000," 69,911.20 ", 10.9 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,107.99609375," 69,911.20 ", 10.9 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 100.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.36718750," 440,896.74 ", 107.8 ,J.P. Morgan Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 100.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.35937500," 440,896.74 ", 107.8 ,J.P. Morgan Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 25.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.40625000," 110,224.18 ", 27.0 ,"BofA Securities, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 50.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.40234375," 220,448.37 ", 53.9 ,"BofA Securities, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 30.0 ,TSY,TN 02.000 08/15/25  ,912828K74,103.26562500," 21,195.65 ", 31.0 ,HSBC Securities (USA) Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 25.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.37109375," 13,247.28 ", 25.1 ,"BofA Securities, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.37500000, 529.89 , 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.36718750, 529.89 , 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.250 10/31/24  ,9128283D0,104.17968750," 7,336.96 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 35.0 ,TSY,TN 02.250 11/15/24  ,912828G38,104.20312500," 224,694.29 ", 36.7 ,Jefferies LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 49.0 ,TSY,TN 01.625 02/15/26  ,912828P46,101.12109375," 28,128.40 ", 49.6 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 15.0 ,TSY,TN 01.625 05/15/26  ,912828R36,101.16406250," 69,548.23 ", 15.2 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 40.0 ,TSY,TN 02.625 12/31/25  ,9128285T3,107.17968750," 168,342.39 ", 43.0 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 100.0 ,TSY,TN 02.625 12/31/25  ,9128285T3,107.17187500," 420,855.98 ", 107.6 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.625 12/31/25  ,9128285T3,107.18359375," 42,085.60 ", 10.8 ,Deutsche Bank Securities Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.750 08/31/25  ,9128284Z0,107.57812500," 13,525.82 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 25.0 ,TSY,TN 02.500 02/28/26  ,9128286F2,106.57421875," 307,404.89 ", 27.0 ,"BofA Securities, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 25.0 ,TSY,TN 02.500 02/28/26  ,9128286F2,106.57812500," 307,404.89 ", 27.0 ,"BofA Securities, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 100.0 ,TSY,TN 02.375 02/29/24  ,9128286G0,104.20703125," 1,168,138.58 ", 105.4 ,Citigroup Global Markets Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.875 07/31/25  ,912828Y79,108.20312500," 21,875.00 ", 10.8 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.875 04/30/25  ,9128284M9,107.90234375," 93,750.00 ", 10.9 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 03.000 10/31/25  ,9128285J5,109.22656250," 9,782.61 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.40625000," 4,408.97 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.39843750," 4,408.97 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 80.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.39062500," 352,717.39 ", 86.3 ,Daiwa Capital Markets America Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 15.0 ,TSY,TN 02.500 05/15/24  ,912828WJ5,104.96875000," 106,997.28 ", 15.9 ,Citigroup Global Markets Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.34375000," 5,298.91 ", 10.0 ,"Societe Generale, New York Branch",,
Aug 27 2019,Aug 28 2019,Purchase, 25.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.36718750," 13,247.28 ", 25.1 ,"BofA Securities, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 50.0 ,TSY,TN 01.500 08/15/26  ,9128282A7,100.36328125," 26,494.57 ", 50.2 ,"BofA Securities, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.125 05/15/25  ,912828XB1,103.85156250," 6,063.18 ", 1.0 ,Barclays Capital Inc.,,
